EffectiveTime,FieldName,Region,Value
01/01/2018 17:15,CO2_INTENSITY,ROI,284
01/01/2018 17:30,CO2_INTENSITY,ROI,282
01/01/2018 17:45,CO2_INTENSITY,ROI,302
01/01/2018 18:00,CO2_INTENSITY,ROI,310
01/01/2018 18:15,CO2_INTENSITY,ROI,320
01/01/2018 18:30,CO2_INTENSITY,ROI,314
01/01/2018 18:45,CO2_INTENSITY,ROI,333
01/01/2018 19:00,CO2_INTENSITY,ROI,323
01/01/2018 19:15,CO2_INTENSITY,ROI,349
01/01/2018 19:30,CO2_INTENSITY,ROI,344
01/01/2018 19:45,CO2_INTENSITY,ROI,362
01/01/2018 20:00,CO2_INTENSITY,ROI,363
01/01/2018 20:15,CO2_INTENSITY,ROI,365
01/01/2018 20:30,CO2_INTENSITY,ROI,386
01/01/2018 20:45,CO2_INTENSITY,ROI,409
01/01/2018 21:00,CO2_INTENSITY,ROI,417
01/01/2018 21:15,CO2_INTENSITY,ROI,417
01/01/2018 21:30,CO2_INTENSITY,ROI,423
01/01/2018 21:45,CO2_INTENSITY,ROI,433
01/01/2018 22:00,CO2_INTENSITY,ROI,431
01/01/2018 22:15,CO2_INTENSITY,ROI,419
01/01/2018 22:30,CO2_INTENSITY,ROI,422
01/01/2018 22:45,CO2_INTENSITY,ROI,431
01/01/2018 23:00,CO2_INTENSITY,ROI,431
01/01/2018 23:15,CO2_INTENSITY,ROI,429
01/01/2018 23:30,CO2_INTENSITY,ROI,431
01/01/2018 23:45,CO2_INTENSITY,ROI,439
02/01/2018 00:00,CO2_INTENSITY,ROI,441
02/01/2018 00:15,CO2_INTENSITY,ROI,448
02/01/2018 00:30,CO2_INTENSITY,ROI,454
02/01/2018 00:45,CO2_INTENSITY,ROI,455
02/01/2018 01:00,CO2_INTENSITY,ROI,425
02/01/2018 01:15,CO2_INTENSITY,ROI,412
02/01/2018 01:30,CO2_INTENSITY,ROI,413
02/01/2018 01:45,CO2_INTENSITY,ROI,416
02/01/2018 02:00,CO2_INTENSITY,ROI,382
02/01/2018 02:15,CO2_INTENSITY,ROI,390
02/01/2018 02:30,CO2_INTENSITY,ROI,374
02/01/2018 02:45,CO2_INTENSITY,ROI,353
02/01/2018 03:00,CO2_INTENSITY,ROI,334
02/01/2018 03:15,CO2_INTENSITY,ROI,316
02/01/2018 03:30,CO2_INTENSITY,ROI,304
02/01/2018 03:45,CO2_INTENSITY,ROI,289
02/01/2018 04:00,CO2_INTENSITY,ROI,279
02/01/2018 04:15,CO2_INTENSITY,ROI,272
02/01/2018 04:30,CO2_INTENSITY,ROI,282
02/01/2018 04:45,CO2_INTENSITY,ROI,281
02/01/2018 05:00,CO2_INTENSITY,ROI,277
02/01/2018 05:15,CO2_INTENSITY,ROI,279
02/01/2018 05:30,CO2_INTENSITY,ROI,281
02/01/2018 05:45,CO2_INTENSITY,ROI,269
02/01/2018 06:00,CO2_INTENSITY,ROI,271
02/01/2018 06:15,CO2_INTENSITY,ROI,286
02/01/2018 06:30,CO2_INTENSITY,ROI,266
02/01/2018 06:45,CO2_INTENSITY,ROI,255
02/01/2018 07:00,CO2_INTENSITY,ROI,257
02/01/2018 07:15,CO2_INTENSITY,ROI,246
02/01/2018 07:30,CO2_INTENSITY,ROI,246
02/01/2018 07:45,CO2_INTENSITY,ROI,243
02/01/2018 08:00,CO2_INTENSITY,ROI,240
02/01/2018 08:15,CO2_INTENSITY,ROI,237
02/01/2018 08:30,CO2_INTENSITY,ROI,230
02/01/2018 08:45,CO2_INTENSITY,ROI,226
02/01/2018 09:00,CO2_INTENSITY,ROI,244
02/01/2018 09:15,CO2_INTENSITY,ROI,249
02/01/2018 09:30,CO2_INTENSITY,ROI,255
02/01/2018 09:45,CO2_INTENSITY,ROI,261
02/01/2018 10:00,CO2_INTENSITY,ROI,269
02/01/2018 10:15,CO2_INTENSITY,ROI,262
02/01/2018 10:30,CO2_INTENSITY,ROI,261
02/01/2018 10:45,CO2_INTENSITY,ROI,259
02/01/2018 11:00,CO2_INTENSITY,ROI,242
02/01/2018 11:15,CO2_INTENSITY,ROI,240
02/01/2018 11:30,CO2_INTENSITY,ROI,233
02/01/2018 11:45,CO2_INTENSITY,ROI,233
02/01/2018 12:00,CO2_INTENSITY,ROI,239
02/01/2018 12:15,CO2_INTENSITY,ROI,239
02/01/2018 12:30,CO2_INTENSITY,ROI,250
02/01/2018 12:45,CO2_INTENSITY,ROI,262
02/01/2018 13:00,CO2_INTENSITY,ROI,267
02/01/2018 13:15,CO2_INTENSITY,ROI,278
02/01/2018 13:30,CO2_INTENSITY,ROI,299
02/01/2018 13:45,CO2_INTENSITY,ROI,301
02/01/2018 14:00,CO2_INTENSITY,ROI,316
02/01/2018 14:15,CO2_INTENSITY,ROI,308
02/01/2018 14:30,CO2_INTENSITY,ROI,316
02/01/2018 14:45,CO2_INTENSITY,ROI,318
02/01/2018 15:00,CO2_INTENSITY,ROI,306
02/01/2018 15:15,CO2_INTENSITY,ROI,318
02/01/2018 15:30,CO2_INTENSITY,ROI,314
02/01/2018 15:45,CO2_INTENSITY,ROI,303
02/01/2018 16:00,CO2_INTENSITY,ROI,307
02/01/2018 16:15,CO2_INTENSITY,ROI,295
02/01/2018 16:30,CO2_INTENSITY,ROI,289
02/01/2018 16:45,CO2_INTENSITY,ROI,301
02/01/2018 17:00,CO2_INTENSITY,ROI,324
02/01/2018 17:15,CO2_INTENSITY,ROI,325
02/01/2018 17:30,CO2_INTENSITY,ROI,314
02/01/2018 17:45,CO2_INTENSITY,ROI,298
02/01/2018 18:00,CO2_INTENSITY,ROI,294
02/01/2018 18:15,CO2_INTENSITY,ROI,294
02/01/2018 18:30,CO2_INTENSITY,ROI,299
02/01/2018 18:45,CO2_INTENSITY,ROI,291
02/01/2018 19:00,CO2_INTENSITY,ROI,296
02/01/2018 19:15,CO2_INTENSITY,ROI,282
02/01/2018 19:30,CO2_INTENSITY,ROI,264
02/01/2018 19:45,CO2_INTENSITY,ROI,248
02/01/2018 20:00,CO2_INTENSITY,ROI,252
02/01/2018 20:15,CO2_INTENSITY,ROI,242
02/01/2018 20:30,CO2_INTENSITY,ROI,244
02/01/2018 20:45,CO2_INTENSITY,ROI,237
02/01/2018 21:00,CO2_INTENSITY,ROI,223
02/01/2018 21:15,CO2_INTENSITY,ROI,230
02/01/2018 21:30,CO2_INTENSITY,ROI,248
02/01/2018 21:45,CO2_INTENSITY,ROI,238
02/01/2018 22:00,CO2_INTENSITY,ROI,246
02/01/2018 22:15,CO2_INTENSITY,ROI,233
02/01/2018 22:30,CO2_INTENSITY,ROI,234
02/01/2018 22:45,CO2_INTENSITY,ROI,233
02/01/2018 23:00,CO2_INTENSITY,ROI,236
02/01/2018 23:15,CO2_INTENSITY,ROI,238
02/01/2018 23:30,CO2_INTENSITY,ROI,239
02/01/2018 23:45,CO2_INTENSITY,ROI,244
03/01/2018 00:00,CO2_INTENSITY,ROI,237
03/01/2018 00:15,CO2_INTENSITY,ROI,241
03/01/2018 00:30,CO2_INTENSITY,ROI,242
03/01/2018 00:45,CO2_INTENSITY,ROI,242
03/01/2018 01:00,CO2_INTENSITY,ROI,250
03/01/2018 01:15,CO2_INTENSITY,ROI,248
03/01/2018 01:30,CO2_INTENSITY,ROI,247
03/01/2018 01:45,CO2_INTENSITY,ROI,257
03/01/2018 02:00,CO2_INTENSITY,ROI,258
03/01/2018 02:15,CO2_INTENSITY,ROI,255
03/01/2018 02:30,CO2_INTENSITY,ROI,258
03/01/2018 02:45,CO2_INTENSITY,ROI,261
03/01/2018 03:00,CO2_INTENSITY,ROI,262
03/01/2018 03:15,CO2_INTENSITY,ROI,260
03/01/2018 03:30,CO2_INTENSITY,ROI,262
03/01/2018 03:45,CO2_INTENSITY,ROI,265
03/01/2018 04:00,CO2_INTENSITY,ROI,267
03/01/2018 04:15,CO2_INTENSITY,ROI,266
03/01/2018 04:30,CO2_INTENSITY,ROI,267
03/01/2018 04:45,CO2_INTENSITY,ROI,267
03/01/2018 05:00,CO2_INTENSITY,ROI,285
03/01/2018 05:15,CO2_INTENSITY,ROI,260
03/01/2018 05:30,CO2_INTENSITY,ROI,269
03/01/2018 05:45,CO2_INTENSITY,ROI,252
03/01/2018 06:00,CO2_INTENSITY,ROI,259
03/01/2018 06:15,CO2_INTENSITY,ROI,240
03/01/2018 06:30,CO2_INTENSITY,ROI,239
03/01/2018 06:45,CO2_INTENSITY,ROI,249
03/01/2018 07:00,CO2_INTENSITY,ROI,261
03/01/2018 07:15,CO2_INTENSITY,ROI,242
03/01/2018 07:30,CO2_INTENSITY,ROI,251
03/01/2018 07:45,CO2_INTENSITY,ROI,248
03/01/2018 08:00,CO2_INTENSITY,ROI,241
03/01/2018 08:15,CO2_INTENSITY,ROI,239
03/01/2018 08:30,CO2_INTENSITY,ROI,244
03/01/2018 08:45,CO2_INTENSITY,ROI,230
03/01/2018 09:00,CO2_INTENSITY,ROI,226
03/01/2018 09:15,CO2_INTENSITY,ROI,226
03/01/2018 09:30,CO2_INTENSITY,ROI,226
03/01/2018 09:45,CO2_INTENSITY,ROI,224
03/01/2018 10:00,CO2_INTENSITY,ROI,219
03/01/2018 10:15,CO2_INTENSITY,ROI,217
03/01/2018 10:30,CO2_INTENSITY,ROI,221
03/01/2018 10:45,CO2_INTENSITY,ROI,221
03/01/2018 11:00,CO2_INTENSITY,ROI,225
03/01/2018 11:15,CO2_INTENSITY,ROI,225
03/01/2018 11:30,CO2_INTENSITY,ROI,219
03/01/2018 11:45,CO2_INTENSITY,ROI,216
03/01/2018 12:00,CO2_INTENSITY,ROI,222
03/01/2018 12:15,CO2_INTENSITY,ROI,215
03/01/2018 12:30,CO2_INTENSITY,ROI,216
03/01/2018 12:45,CO2_INTENSITY,ROI,215
03/01/2018 13:00,CO2_INTENSITY,ROI,213
03/01/2018 13:15,CO2_INTENSITY,ROI,213
03/01/2018 13:30,CO2_INTENSITY,ROI,209
03/01/2018 13:45,CO2_INTENSITY,ROI,207
03/01/2018 14:00,CO2_INTENSITY,ROI,216
03/01/2018 14:15,CO2_INTENSITY,ROI,209
03/01/2018 14:30,CO2_INTENSITY,ROI,214
03/01/2018 14:45,CO2_INTENSITY,ROI,212
03/01/2018 15:00,CO2_INTENSITY,ROI,205
03/01/2018 15:15,CO2_INTENSITY,ROI,212
03/01/2018 15:30,CO2_INTENSITY,ROI,207
03/01/2018 15:45,CO2_INTENSITY,ROI,202
03/01/2018 16:00,CO2_INTENSITY,ROI,205
03/01/2018 16:15,CO2_INTENSITY,ROI,218
03/01/2018 16:30,CO2_INTENSITY,ROI,218
03/01/2018 16:45,CO2_INTENSITY,ROI,226
03/01/2018 17:00,CO2_INTENSITY,ROI,232
03/01/2018 17:15,CO2_INTENSITY,ROI,246
03/01/2018 17:30,CO2_INTENSITY,ROI,242
03/01/2018 17:45,CO2_INTENSITY,ROI,220
03/01/2018 18:00,CO2_INTENSITY,ROI,234
03/01/2018 18:15,CO2_INTENSITY,ROI,242
03/01/2018 18:30,CO2_INTENSITY,ROI,247
03/01/2018 18:45,CO2_INTENSITY,ROI,239
03/01/2018 19:00,CO2_INTENSITY,ROI,249
03/01/2018 19:15,CO2_INTENSITY,ROI,256
03/01/2018 19:30,CO2_INTENSITY,ROI,269
03/01/2018 19:45,CO2_INTENSITY,ROI,264
03/01/2018 20:00,CO2_INTENSITY,ROI,266
03/01/2018 20:15,CO2_INTENSITY,ROI,287
03/01/2018 20:30,CO2_INTENSITY,ROI,298
03/01/2018 20:45,CO2_INTENSITY,ROI,297
03/01/2018 21:00,CO2_INTENSITY,ROI,311
03/01/2018 21:15,CO2_INTENSITY,ROI,302
03/01/2018 21:30,CO2_INTENSITY,ROI,309
03/01/2018 21:45,CO2_INTENSITY,ROI,326
03/01/2018 22:00,CO2_INTENSITY,ROI,334
03/01/2018 22:15,CO2_INTENSITY,ROI,347
03/01/2018 22:30,CO2_INTENSITY,ROI,337
03/01/2018 22:45,CO2_INTENSITY,ROI,357
03/01/2018 23:00,CO2_INTENSITY,ROI,343
03/01/2018 23:15,CO2_INTENSITY,ROI,355
03/01/2018 23:30,CO2_INTENSITY,ROI,364
03/01/2018 23:45,CO2_INTENSITY,ROI,354
04/01/2018 00:00,CO2_INTENSITY,ROI,361
04/01/2018 00:15,CO2_INTENSITY,ROI,382
04/01/2018 00:30,CO2_INTENSITY,ROI,376
04/01/2018 00:45,CO2_INTENSITY,ROI,359
04/01/2018 01:00,CO2_INTENSITY,ROI,356
04/01/2018 01:15,CO2_INTENSITY,ROI,365
04/01/2018 01:30,CO2_INTENSITY,ROI,362
04/01/2018 01:45,CO2_INTENSITY,ROI,346
04/01/2018 02:00,CO2_INTENSITY,ROI,343
04/01/2018 02:15,CO2_INTENSITY,ROI,350
04/01/2018 02:30,CO2_INTENSITY,ROI,328
04/01/2018 02:45,CO2_INTENSITY,ROI,315
04/01/2018 03:00,CO2_INTENSITY,ROI,305
04/01/2018 03:15,CO2_INTENSITY,ROI,292
04/01/2018 03:30,CO2_INTENSITY,ROI,292
04/01/2018 03:45,CO2_INTENSITY,ROI,301
04/01/2018 04:00,CO2_INTENSITY,ROI,298
04/01/2018 04:15,CO2_INTENSITY,ROI,294
04/01/2018 04:30,CO2_INTENSITY,ROI,295
04/01/2018 04:45,CO2_INTENSITY,ROI,292
04/01/2018 05:00,CO2_INTENSITY,ROI,264
04/01/2018 05:15,CO2_INTENSITY,ROI,269
04/01/2018 05:30,CO2_INTENSITY,ROI,252
04/01/2018 05:45,CO2_INTENSITY,ROI,251
04/01/2018 06:00,CO2_INTENSITY,ROI,263
04/01/2018 06:15,CO2_INTENSITY,ROI,284
04/01/2018 06:30,CO2_INTENSITY,ROI,276
04/01/2018 06:45,CO2_INTENSITY,ROI,276
04/01/2018 07:00,CO2_INTENSITY,ROI,260
04/01/2018 07:15,CO2_INTENSITY,ROI,263
04/01/2018 07:30,CO2_INTENSITY,ROI,264
04/01/2018 07:45,CO2_INTENSITY,ROI,268
04/01/2018 08:00,CO2_INTENSITY,ROI,277
04/01/2018 08:15,CO2_INTENSITY,ROI,266
04/01/2018 08:30,CO2_INTENSITY,ROI,263
04/01/2018 08:45,CO2_INTENSITY,ROI,246
04/01/2018 09:00,CO2_INTENSITY,ROI,262
04/01/2018 09:15,CO2_INTENSITY,ROI,257
04/01/2018 09:30,CO2_INTENSITY,ROI,250
04/01/2018 09:45,CO2_INTENSITY,ROI,241
04/01/2018 10:00,CO2_INTENSITY,ROI,241
04/01/2018 10:15,CO2_INTENSITY,ROI,244
04/01/2018 10:30,CO2_INTENSITY,ROI,246
04/01/2018 10:45,CO2_INTENSITY,ROI,246
04/01/2018 11:00,CO2_INTENSITY,ROI,256
04/01/2018 11:15,CO2_INTENSITY,ROI,249
04/01/2018 11:30,CO2_INTENSITY,ROI,254
04/01/2018 11:45,CO2_INTENSITY,ROI,265
04/01/2018 12:00,CO2_INTENSITY,ROI,250
04/01/2018 12:15,CO2_INTENSITY,ROI,239
04/01/2018 12:30,CO2_INTENSITY,ROI,252
04/01/2018 12:45,CO2_INTENSITY,ROI,241
04/01/2018 13:00,CO2_INTENSITY,ROI,250
04/01/2018 13:15,CO2_INTENSITY,ROI,247
04/01/2018 13:30,CO2_INTENSITY,ROI,265
04/01/2018 13:45,CO2_INTENSITY,ROI,275
04/01/2018 14:00,CO2_INTENSITY,ROI,282
04/01/2018 14:15,CO2_INTENSITY,ROI,290
04/01/2018 14:30,CO2_INTENSITY,ROI,296
04/01/2018 14:45,CO2_INTENSITY,ROI,303
04/01/2018 15:00,CO2_INTENSITY,ROI,315
04/01/2018 15:15,CO2_INTENSITY,ROI,315
04/01/2018 15:30,CO2_INTENSITY,ROI,338
04/01/2018 15:45,CO2_INTENSITY,ROI,343
04/01/2018 16:00,CO2_INTENSITY,ROI,369
04/01/2018 16:15,CO2_INTENSITY,ROI,355
04/01/2018 16:30,CO2_INTENSITY,ROI,347
04/01/2018 16:45,CO2_INTENSITY,ROI,347
04/01/2018 17:00,CO2_INTENSITY,ROI,343
04/01/2018 17:15,CO2_INTENSITY,ROI,340
04/01/2018 17:30,CO2_INTENSITY,ROI,354
04/01/2018 17:45,CO2_INTENSITY,ROI,348
04/01/2018 18:00,CO2_INTENSITY,ROI,349
04/01/2018 18:15,CO2_INTENSITY,ROI,358
04/01/2018 18:30,CO2_INTENSITY,ROI,360
04/01/2018 18:45,CO2_INTENSITY,ROI,362
04/01/2018 19:00,CO2_INTENSITY,ROI,370
04/01/2018 19:15,CO2_INTENSITY,ROI,373
04/01/2018 19:30,CO2_INTENSITY,ROI,376
04/01/2018 19:45,CO2_INTENSITY,ROI,377
04/01/2018 20:00,CO2_INTENSITY,ROI,388
04/01/2018 20:15,CO2_INTENSITY,ROI,387
04/01/2018 20:30,CO2_INTENSITY,ROI,381
04/01/2018 20:45,CO2_INTENSITY,ROI,378
04/01/2018 21:00,CO2_INTENSITY,ROI,386
04/01/2018 21:15,CO2_INTENSITY,ROI,402
04/01/2018 21:30,CO2_INTENSITY,ROI,399
04/01/2018 21:45,CO2_INTENSITY,ROI,397
04/01/2018 22:00,CO2_INTENSITY,ROI,408
04/01/2018 22:15,CO2_INTENSITY,ROI,401
04/01/2018 22:30,CO2_INTENSITY,ROI,400
04/01/2018 22:45,CO2_INTENSITY,ROI,386
04/01/2018 23:00,CO2_INTENSITY,ROI,394
04/01/2018 23:15,CO2_INTENSITY,ROI,382
04/01/2018 23:30,CO2_INTENSITY,ROI,389
04/01/2018 23:45,CO2_INTENSITY,ROI,386
05/01/2018 00:00,CO2_INTENSITY,ROI,391
05/01/2018 00:15,CO2_INTENSITY,ROI,395
05/01/2018 00:30,CO2_INTENSITY,ROI,393
05/01/2018 00:45,CO2_INTENSITY,ROI,396
05/01/2018 01:00,CO2_INTENSITY,ROI,398
05/01/2018 01:15,CO2_INTENSITY,ROI,390
05/01/2018 01:30,CO2_INTENSITY,ROI,400
05/01/2018 01:45,CO2_INTENSITY,ROI,400
05/01/2018 02:00,CO2_INTENSITY,ROI,396
05/01/2018 02:15,CO2_INTENSITY,ROI,388
05/01/2018 02:30,CO2_INTENSITY,ROI,384
05/01/2018 02:45,CO2_INTENSITY,ROI,387
05/01/2018 03:00,CO2_INTENSITY,ROI,387
05/01/2018 03:15,CO2_INTENSITY,ROI,387
05/01/2018 03:30,CO2_INTENSITY,ROI,376
05/01/2018 03:45,CO2_INTENSITY,ROI,384
05/01/2018 04:00,CO2_INTENSITY,ROI,374
05/01/2018 04:15,CO2_INTENSITY,ROI,379
05/01/2018 04:30,CO2_INTENSITY,ROI,366
05/01/2018 04:45,CO2_INTENSITY,ROI,375
05/01/2018 05:00,CO2_INTENSITY,ROI,379
05/01/2018 05:15,CO2_INTENSITY,ROI,381
05/01/2018 05:30,CO2_INTENSITY,ROI,389
05/01/2018 05:45,CO2_INTENSITY,ROI,380
05/01/2018 06:00,CO2_INTENSITY,ROI,385
05/01/2018 06:15,CO2_INTENSITY,ROI,367
05/01/2018 06:30,CO2_INTENSITY,ROI,378
05/01/2018 06:45,CO2_INTENSITY,ROI,385
05/01/2018 07:00,CO2_INTENSITY,ROI,384
05/01/2018 07:15,CO2_INTENSITY,ROI,389
05/01/2018 07:30,CO2_INTENSITY,ROI,390
05/01/2018 07:45,CO2_INTENSITY,ROI,380
05/01/2018 08:00,CO2_INTENSITY,ROI,372
05/01/2018 08:15,CO2_INTENSITY,ROI,383
05/01/2018 08:30,CO2_INTENSITY,ROI,383
05/01/2018 08:45,CO2_INTENSITY,ROI,364
05/01/2018 09:00,CO2_INTENSITY,ROI,370
05/01/2018 09:15,CO2_INTENSITY,ROI,375
05/01/2018 09:30,CO2_INTENSITY,ROI,370
05/01/2018 09:45,CO2_INTENSITY,ROI,366
05/01/2018 10:00,CO2_INTENSITY,ROI,363
05/01/2018 10:15,CO2_INTENSITY,ROI,369
05/01/2018 10:30,CO2_INTENSITY,ROI,358
05/01/2018 10:45,CO2_INTENSITY,ROI,372
05/01/2018 11:00,CO2_INTENSITY,ROI,364
05/01/2018 11:15,CO2_INTENSITY,ROI,363
05/01/2018 11:30,CO2_INTENSITY,ROI,370
05/01/2018 11:45,CO2_INTENSITY,ROI,358
05/01/2018 12:00,CO2_INTENSITY,ROI,370
05/01/2018 12:15,CO2_INTENSITY,ROI,372
05/01/2018 12:30,CO2_INTENSITY,ROI,365
05/01/2018 12:45,CO2_INTENSITY,ROI,351
05/01/2018 13:00,CO2_INTENSITY,ROI,353
05/01/2018 13:15,CO2_INTENSITY,ROI,360
05/01/2018 13:30,CO2_INTENSITY,ROI,357
05/01/2018 13:45,CO2_INTENSITY,ROI,346
05/01/2018 14:00,CO2_INTENSITY,ROI,368
05/01/2018 14:15,CO2_INTENSITY,ROI,370
05/01/2018 14:30,CO2_INTENSITY,ROI,379
05/01/2018 14:45,CO2_INTENSITY,ROI,372
05/01/2018 15:00,CO2_INTENSITY,ROI,379
05/01/2018 15:15,CO2_INTENSITY,ROI,364
05/01/2018 15:30,CO2_INTENSITY,ROI,374
05/01/2018 15:45,CO2_INTENSITY,ROI,357
05/01/2018 16:00,CO2_INTENSITY,ROI,357
05/01/2018 16:15,CO2_INTENSITY,ROI,348
05/01/2018 16:30,CO2_INTENSITY,ROI,348
05/01/2018 16:45,CO2_INTENSITY,ROI,339
05/01/2018 17:00,CO2_INTENSITY,ROI,335
05/01/2018 17:15,CO2_INTENSITY,ROI,347
05/01/2018 17:30,CO2_INTENSITY,ROI,342
05/01/2018 17:45,CO2_INTENSITY,ROI,338
05/01/2018 18:00,CO2_INTENSITY,ROI,336
05/01/2018 18:15,CO2_INTENSITY,ROI,341
05/01/2018 18:30,CO2_INTENSITY,ROI,356
05/01/2018 18:45,CO2_INTENSITY,ROI,352
05/01/2018 19:00,CO2_INTENSITY,ROI,332
05/01/2018 19:15,CO2_INTENSITY,ROI,332
05/01/2018 19:30,CO2_INTENSITY,ROI,337
05/01/2018 19:45,CO2_INTENSITY,ROI,339
05/01/2018 20:00,CO2_INTENSITY,ROI,355
05/01/2018 20:15,CO2_INTENSITY,ROI,360
05/01/2018 20:30,CO2_INTENSITY,ROI,377
05/01/2018 20:45,CO2_INTENSITY,ROI,373
05/01/2018 21:00,CO2_INTENSITY,ROI,372
05/01/2018 21:15,CO2_INTENSITY,ROI,356
05/01/2018 21:30,CO2_INTENSITY,ROI,354
05/01/2018 21:45,CO2_INTENSITY,ROI,371
05/01/2018 22:00,CO2_INTENSITY,ROI,367
05/01/2018 22:15,CO2_INTENSITY,ROI,377
05/01/2018 22:30,CO2_INTENSITY,ROI,375
05/01/2018 22:45,CO2_INTENSITY,ROI,381
05/01/2018 23:00,CO2_INTENSITY,ROI,385
05/01/2018 23:15,CO2_INTENSITY,ROI,368
05/01/2018 23:30,CO2_INTENSITY,ROI,373
05/01/2018 23:45,CO2_INTENSITY,ROI,380
06/01/2018 00:00,CO2_INTENSITY,ROI,389
06/01/2018 00:15,CO2_INTENSITY,ROI,386
06/01/2018 00:30,CO2_INTENSITY,ROI,401
06/01/2018 00:45,CO2_INTENSITY,ROI,404
06/01/2018 01:00,CO2_INTENSITY,ROI,400
06/01/2018 01:15,CO2_INTENSITY,ROI,409
06/01/2018 01:30,CO2_INTENSITY,ROI,399
06/01/2018 01:45,CO2_INTENSITY,ROI,398
06/01/2018 02:00,CO2_INTENSITY,ROI,395
06/01/2018 02:15,CO2_INTENSITY,ROI,390
06/01/2018 02:30,CO2_INTENSITY,ROI,385
06/01/2018 02:45,CO2_INTENSITY,ROI,375
06/01/2018 03:00,CO2_INTENSITY,ROI,349
06/01/2018 03:15,CO2_INTENSITY,ROI,354
06/01/2018 03:30,CO2_INTENSITY,ROI,320
06/01/2018 03:45,CO2_INTENSITY,ROI,303
06/01/2018 04:00,CO2_INTENSITY,ROI,304
06/01/2018 04:15,CO2_INTENSITY,ROI,316
